,BTCUSDT.csv,ETHUSDT.csv,LTCUSDT.csv,XRPUSDT.csv,cash_balance,crypto_balance,revenue,total_balance,transaction_cost
2019-09-02 22:51:00,0.0,0.0,670.5751205000003,0.0,56327.28029370538,43768.438115035024,-1.6764378012389465,100095.7184087404,0.0
2019-09-02 22:52:00,0.0,0.0,670.5751205000003,0.0,56327.28029370538,43793.58468205377,25.146567018746197,100120.86497575915,0.0
2019-09-02 22:53:00,0.0,0.0,670.5751205000003,0.0,56327.280293705386,43791.90824425252,-1.676437801248476,100119.1885379579,0.0
2019-09-02 22:54:00,0.0,0.0,670.5751205000003,0.0,56327.28029370538,43785.202493047516,-6.705751205003433,100112.4827867529,0.0
2019-09-02 22:55:00,0.0,0.0,670.5751205000003,0.0,56327.28029370538,43765.08523943252,-20.11725361500077,100092.3655331379,0.0
2019-09-02 22:56:00,0.0,0.0,670.5751205000003,0.0,56327.28029370538,43731.55648340752,-33.52875602499811,100058.8367771129,0.0
2019-09-02 22:57:00,0.0,0.0,670.5751205000003,0.0,56327.28029370538,43703.05704078627,-28.49944262125268,100030.33733449165,0.0
2019-09-02 22:58:00,0.0,0.0,670.5751205000003,0.0,56327.28029370538,43694.674851780015,-8.38218900625191,100021.9551454854,0.0
2019-09-02 22:59:00,0.0,0.0,670.5751205000003,0.0,56327.280293705386,43686.29266277377,-8.38218900624238,100013.57295647915,0.0
2019-09-02 23:00:00,0.0,0.0,675.2923930000003,0.0,56019.831722412215,43990.234711002515,-3.5065230644221064,100010.06643341473,0.153647461915625
2019-09-02 23:01:00,0.0,0.0,675.2923930000003,0.0,56019.831722412215,44003.740558862526,13.505847860006915,100023.57228127474,0.0
2019-09-02 23:02:00,0.0,0.0,675.2923930000003,0.0,56019.83172241221,44008.80525181002,5.064692947495396,100028.63697422223,0.0
2019-09-02 23:03:00,0.0,0.0,675.2923930000003,0.0,56019.831722412215,44025.687561635015,16.88230982499425,100045.51928404723,0.0
2019-09-02 23:04:00,0.0,0.0,675.2923930000003,0.0,56019.831722412215,44032.44048556502,6.752923930003457,100052.27220797724,0.0
2019-09-02 23:05:00,0.0,0.0,675.2923930000003,0.0,56019.831722412215,44093.21680093501,60.77631536999273,100113.04852334723,0.0
2019-09-02 23:06:00,0.0,0.0,675.2923930000003,0.0,56019.831722412215,44116.85203469002,23.635233755007302,100136.68375710223,0.0
2019-09-02 23:07:00,0.0,0.0,675.2923930000003,0.0,56019.831722412215,44133.73434451502,16.882309825003844,100153.56606692723,0.0
2019-09-02 23:08:00,0.0,0.0,675.2923930000003,0.0,56019.83172241221,44099.96972486503,-33.764619649998096,100119.80144727723,0.0
2019-09-02 23:09:00,0.0,0.0,675.2923930000003,0.0,56019.83172241221,44113.47557272501,13.505847859987723,100133.30729513722,0.0
2019-09-02 23:10:00,0.0,0.0,675.2923930000003,0.0,56019.83172241221,44110.09911076002,-3.376461964987334,100129.93083317223,0.0
2019-09-02 23:11:00,0.0,0.0,675.2923930000003,0.0,56019.8317224122,44103.34618683002,-6.752923930003457,100123.17790924222,0.0
2019-09-02 23:12:00,0.0,0.0,675.2923930000003,0.0,56019.8317224122,44110.09911076001,6.7529239299938615,100129.93083317221,0.0
2019-09-02 23:13:00,0.0,0.0,675.2923930000003,0.0,56019.83172241221,44113.47557272501,3.3764619649969307,100133.30729513722,0.0
2019-09-02 23:14:00,0.0,0.0,675.2923930000003,0.0,56019.83172241221,44099.96972486503,-13.505847859987723,100119.80144727723,0.0
2019-09-02 23:15:00,0.0,0.0,675.2923930000003,0.0,56019.831722412215,44111.787341742514,11.817616877489257,100131.61906415473,0.0
2019-09-02 23:16:00,0.0,0.0,675.2923930000003,0.0,56019.831722412215,44116.85203469002,5.064692947504993,100136.68375710223,0.0
2019-09-02 23:17:00,0.0,0.0,675.2923930000003,0.0,56019.83172241222,44125.29318960252,8.441154912501922,100145.12491201474,0.0
2019-09-02 23:18:00,0.0,0.0,675.2923930000003,0.0,56019.83172241222,44105.034417812516,-20.258771790000775,100124.86614022474,0.0
2019-09-02 23:19:00,0.0,0.0,675.2923930000003,0.0,56019.831722412215,44115.16380370752,10.129385895000388,100134.99552611973,0.0
2019-09-02 23:20:00,0.0,0.0,675.2923930000003,0.0,56019.83172241221,44106.72264879502,-8.441154912501922,100126.55437120722,0.0
2019-09-02 23:21:00,0.0,0.0,675.2923930000003,0.0,56019.831722412215,44083.08741504002,-23.635233754997707,100102.91913745223,0.0
2019-09-02 23:22:00,0.0,0.0,675.2923930000003,0.0,56019.831722412215,44078.022722092515,-5.064692947504993,100097.85444450473,0.0
2019-09-02 23:23:00,0.0,0.0,675.2923930000003,0.0,56019.83172241222,44105.034417812516,27.011695720004234,100124.86614022474,0.0
2019-09-02 23:24:00,0.0,0.0,675.2923930000003,0.0,56019.83172241222,44106.72264879502,1.6882309824984654,100126.55437120724,0.0
2019-09-02 23:25:00,0.0,0.0,675.2923930000003,0.0,56019.83172241222,44098.281493882525,-8.441154912492326,100118.11321629475,0.0
2019-09-02 23:26:00,0.0,0.0,675.2923930000003,0.0,56019.83172241222,44079.71095307501,-18.570540807511907,100099.54267548723,0.0
2019-09-02 23:27:00,0.0,0.0,675.2923930000003,0.0,56019.831722412215,44089.840338970025,10.129385895009985,100109.67206138224,0.0
2019-09-02 23:28:00,0.0,0.0,675.2923930000003,0.0,56019.831722412215,44083.08741504002,-6.752923930003457,100102.91913745223,0.0
2019-09-02 23:29:00,0.0,0.0,675.2923930000003,0.0,56019.83172241222,44078.02272209252,-5.064692947495396,100097.85444450474,0.0
2019-09-02 23:30:00,0.0,0.0,675.2923930000003,0.0,56019.83172241222,44059.45218128502,-18.57054080750231,100079.28390369724,0.0
2019-09-02 23:31:00,0.0,0.0,675.2923930000003,0.0,56019.83172241222,44000.364096897516,-59.08808438750386,100020.19581930974,0.0
2019-09-02 23:32:00,0.0,0.0,675.2923930000003,0.0,56019.83172241222,43956.47009135252,-43.894005544998485,99976.30181376475,0.0
2019-09-02 23:33:00,0.0,0.0,675.2923930000003,0.0,56019.83172241223,43959.84655331752,3.3764619649969307,99979.67827572975,0.0
2019-09-02 23:34:00,0.0,0.0,675.2923930000003,0.0,56019.83172241223,43951.405398405026,-8.441154912492326,99971.23712081726,0.0
2019-09-02 23:35:00,0.0,0.0,675.2923930000003,0.0,56019.83172241223,43951.40539840501,-9.596482087204099e-12,99971.23712081724,0.0
2019-09-02 23:36:00,0.0,0.0,675.2923930000003,0.0,56019.83172241222,43968.28770823002,16.882309825003844,99988.11943064224,0.0
2019-09-02 23:37:00,0.0,0.0,675.2923930000003,0.0,56019.83172241222,43969.97593921252,1.6882309824984654,99989.80766162474,0.0
2019-09-02 23:38:00,0.0,0.0,675.2923930000003,0.0,56019.83172241222,43953.09362938752,-16.88230982499425,99972.92535179974,0.0
2019-09-02 23:39:00,0.0,0.0,675.2923930000003,0.0,56019.83172241222,43954.78186037002,1.6882309824984654,99974.61358278224,0.0
2019-09-02 23:40:00,0.0,0.0,675.2923930000003,0.0,56019.83172241223,43929.45839563252,-25.323464737496174,99949.29011804475,0.0
2019-09-02 23:41:00,0.0,0.0,675.2923930000003,0.0,56019.83172241224,43927.77016465001,-1.6882309825080617,99947.60188706225,0.0
2019-09-02 23:42:00,0.0,0.0,675.2923930000003,0.0,56019.83172241224,43927.77016465001,0.0,99947.60188706225,0.0
2019-09-02 23:43:00,0.0,0.0,675.2923930000003,0.0,56019.83172241223,43907.51139286002,-20.258771790000775,99927.34311527225,0.0
2019-09-02 23:44:00,0.0,0.0,675.2923930000003,0.0,56019.83172241224,43948.028936440016,40.51754358000155,99967.86065885225,0.0
2019-09-02 23:45:00,0.0,0.0,675.2923930000003,0.0,56019.83172241224,43942.96424349251,-5.064692947504993,99962.79596590475,0.0
2019-09-02 23:46:00,0.0,0.0,675.2923930000003,0.0,56019.83172241223,43966.59947724751,23.635233754997707,99986.43119965974,0.0
2019-09-02 23:47:00,0.0,0.0,675.2923930000003,0.0,56019.83172241223,44002.052327880025,35.452850632515755,100021.88405029225,0.0
2019-09-02 23:48:00,0.0,0.0,675.2923930000003,0.0,56019.83172241222,44056.07571932002,54.023391439989275,100075.90744173224,0.0
2019-09-02 23:49:00,0.0,0.0,675.2923930000003,0.0,56019.83172241222,44066.20510521501,10.129385895000388,100086.03682762723,0.0
2019-09-02 23:50:00,0.0,0.0,675.2923930000003,0.0,56019.831722412215,44071.269798162524,5.064692947504993,100091.10152057474,0.0
2019-09-02 23:51:00,0.0,0.0,675.2923930000003,0.0,56019.83172241222,44069.581567180016,-1.6882309825080617,100089.41328959224,0.0
2019-09-02 23:52:00,0.0,0.0,675.2923930000003,0.0,56019.83172241222,44072.95802914502,3.376461965006527,100092.78975155724,0.0
2019-09-02 23:53:00,0.0,0.0,675.2923930000003,0.0,56019.83172241222,44079.71095307501,6.7529239299938615,100099.54267548723,0.0
2019-09-02 23:54:00,0.0,0.0,675.2923930000003,0.0,56019.83172241222,44061.14041226752,-18.570540807492716,100080.97213467975,0.0
2019-09-02 23:55:00,0.0,0.0,675.2923930000003,0.0,56019.83172241222,44052.699257355016,-8.441154912501922,100072.53097976724,0.0
2019-09-02 23:56:00,0.0,0.0,675.2923930000003,0.0,56019.83172241222,44067.893336197514,15.194078842495784,100087.72505860974,0.0
2019-09-02 23:57:00,0.0,0.0,675.2923930000003,0.0,56019.831722412215,44078.022722092515,10.129385895000388,100097.85444450473,0.0
2019-09-02 23:58:00,0.0,0.0,675.2923930000003,0.0,56019.83172241222,44057.76395030252,-20.25877178999118,100077.59567271474,0.0
2019-09-02 23:59:00,0.0,0.0,675.2923930000003,0.0,56019.83172241222,44052.699257355016,-5.064692947504993,100072.53097976724,0.0
2019-09-03 00:00:00,0.0,0.0,744.8348855000003,0.0,51477.30611557892,48628.40758708127,33.18272289294969,100105.71370266018,2.2701277395468753
2019-09-03 00:01:00,0.0,0.0,744.8348855000003,0.0,51477.30611557892,48615.372976585015,-13.034610496248735,100092.67909216393,0.0
2019-09-03 00:02:00,0.0,0.0,744.8348855000003,0.0,51477.306115578926,48589.303755592504,-26.069220992508054,100066.60987117143,0.0
2019-09-03 00:03:00,0.0,0.0,744.8348855000003,0.0,51477.30611557892,48555.78618574502,-33.5175698474907,100033.09230132394,0.0
2019-09-03 00:04:00,0.0,0.0,744.8348855000003,0.0,51477.306115578926,48557.648272958766,1.862087213748307,100034.95438853769,0.0
2019-09-03 00:05:00,0.0,0.0,744.8348855000003,0.0,51477.306115578926,48548.33783689002,-9.310436068741536,100025.64395246895,0.0
2019-09-03 00:06:00,0.0,0.0,744.8348855000003,0.0,51477.30611557892,48546.475749676276,-1.862087213748307,100023.7818652552,0.0
2019-09-03 00:07:00,0.0,0.0,744.8348855000003,0.0,51477.30611557891,48544.61366246253,-1.862087213748307,100021.91977804144,0.0
2019-09-03 00:08:00,0.0,0.0,744.8348855000003,0.0,51477.30611557892,48553.924098531264,9.310436068741536,100031.23021411018,0.0
2019-09-03 00:09:00,0.0,0.0,744.8348855000003,0.0,51477.30611557891,48561.37244738626,7.448348854993228,100038.67856296517,0.0
2019-09-03 00:10:00,0.0,0.0,744.8348855000003,0.0,51477.30611557892,48546.47574967626,-14.896697709997042,100023.78186525518,0.0
2019-09-03 00:11:00,0.0,0.0,744.8348855000003,0.0,51477.30611557892,48555.78618574502,9.31043606875212,100033.09230132394,0.0
2019-09-03 00:12:00,0.0,0.0,744.8348855000003,0.0,51477.306115578926,48552.06201131752,-3.724174427496614,100029.36812689644,0.0
2019-09-03 00:13:00,0.0,0.0,744.8348855000003,0.0,51477.30611557892,48539.02740082127,-13.034610496248735,100016.33351640019,0.0
2019-09-03 00:14:00,0.0,0.0,744.8348855000003,0.0,51477.30611557892,48563.23453460002,24.207133778749164,100040.54065017894,0.0
2019-09-03 00:15:00,0.0,0.0,744.8348855000003,0.0,51477.30611557891,48537.165313607526,-26.06922099249747,100014.47142918644,0.0
2019-09-03 00:16:00,0.0,0.0,744.8348855000003,0.0,51477.30611557891,48544.61366246253,7.448348855003813,100021.91977804144,0.0
2019-09-03 00:17:00,0.0,0.0,744.8348855000003,0.0,51477.30611557892,48535.303226393764,-9.310436068762705,100012.60934197268,0.0
2019-09-03 00:18:00,0.0,0.0,744.8348855000003,0.0,51477.30611557891,48533.44113918002,-1.862087213748307,100010.74725475893,0.0
2019-09-03 00:19:00,0.0,0.0,744.8348855000003,0.0,51477.30611557892,48518.54444147002,-14.896697709997042,99995.85055704894,0.0
2019-09-03 00:20:00,0.0,0.0,744.8348855000003,0.0,51477.30611557892,48511.096092615015,-7.448348855003813,99988.40220819393,0.0
2019-09-03 00:21:00,0.0,0.0,744.8348855000003,0.0,51477.30611557891,48533.44113918002,22.345046565000853,100010.74725475893,0.0
2019-09-03 00:22:00,0.0,0.0,744.8348855000003,0.0,51477.306115578904,48563.23453460002,29.793395420004668,100040.54065017893,0.0
2019-09-03 00:23:00,0.0,0.0,744.8348855000003,0.0,51477.30611557891,48548.33783689002,-14.896697709997042,100025.64395246893,0.0
2019-09-03 00:24:00,0.0,0.0,744.8348855000003,0.0,51477.306115578904,48555.78618574502,7.448348854993228,100033.09230132392,0.0
2019-09-03 00:25:00,0.0,0.0,744.8348855000003,0.0,51477.30611557891,48552.06201131752,-3.724174427496614,100029.36812689643,0.0
2019-09-03 00:26:00,0.0,0.0,744.8348855000003,0.0,51477.30611557891,48544.61366246253,-7.448348854993228,100021.91977804144,0.0
2019-09-03 00:27:00,0.0,0.0,744.8348855000003,0.0,51477.30611557892,48550.19992410377,5.5862616412449215,100027.50603968269,0.0
2019-09-03 00:28:00,0.0,0.0,744.8348855000003,0.0,51477.30611557892,48563.23453460002,13.034610496248735,100040.54065017894,0.0
2019-09-03 00:29:00,0.0,0.0,744.8348855000003,0.0,51477.306115578926,48552.06201131752,-11.172523282500427,100029.36812689644,0.0
2019-09-03 00:30:00,0.0,0.0,852.9709455000003,0.0,44426.82594718389,55585.98409087127,-16.558088841273737,100012.81003805516,3.523478345025001
2019-09-03 00:31:00,0.0,0.0,852.9709455000003,0.0,44426.82594718389,55583.85166350753,-2.1324273637480613,100010.67761069142,0.0
2019-09-03 00:32:00,0.0,0.0,852.9709455000003,0.0,44426.8259471839,55581.71923614376,-2.1324273637601827,100008.54518332766,0.0
2019-09-03 00:33:00,0.0,0.0,852.9709455000003,0.0,44426.8259471839,55598.77865505377,17.059418910008734,100025.60460223767,0.0
2019-09-03 00:34:00,0.0,0.0,852.9709455000003,0.0,44426.8259471839,55596.64622769003,-2.1324273637480613,100023.47217487392,0.0
2019-09-03 00:35:00,0.0,0.0,852.9709455000003,0.0,44426.82594718389,55560.394962506274,-36.25126518375341,99987.22090969016,0.0
2019-09-03 00:36:00,0.0,0.0,852.9709455000003,0.0,44426.82594718389,55568.924671961264,8.529709454992245,99995.75061914515,0.0
2019-09-03 00:37:00,0.0,0.0,852.9709455000003,0.0,44426.8259471839,55566.79224459753,-2.13242736373594,99993.61819178142,0.0
2019-09-03 00:38:00,0.0,0.0,852.9709455000003,0.0,44426.82594718389,55553.99768041503,-12.794564182500489,99980.82362759892,0.0
2019-09-03 00:39:00,0.0,0.0,852.9709455000003,0.0,44426.82594718388,55532.673406777525,-21.324273637504856,99959.49935396141,0.0
2019-09-03 00:40:00,0.0,0.0,852.9709455000003,0.0,44426.82594718389,55553.99768041503,21.324273637504856,99980.82362759892,0.0
2019-09-03 00:41:00,0.0,0.0,852.9709455000003,0.0,44426.82594718389,55562.52738987003,8.529709455004367,99989.35333705392,0.0
2019-09-03 00:42:00,0.0,0.0,852.9709455000003,0.0,44426.82594718389,55571.05709932502,8.529709454992245,99997.88304650891,0.0
2019-09-03 00:43:00,0.0,0.0,852.9709455000003,0.0,44426.82594718389,55571.05709932502,0.0,99997.88304650891,0.0
2019-09-03 00:44:00,0.0,0.0,852.9709455000003,0.0,44426.82594718388,55571.057099325015,-1.212144618278899e-11,99997.8830465089,0.0
2019-09-03 00:45:00,0.0,0.0,852.9709455000003,0.0,44426.825947183876,55575.321954052524,4.2648547275082445,100002.1479012364,0.0
2019-09-03 00:46:00,0.0,0.0,852.9709455000003,0.0,44426.825947183876,55560.394962506274,-14.926991546248551,99987.22090969015,0.0
2019-09-03 00:47:00,0.0,0.0,852.9709455000003,0.0,44426.825947183876,55571.05709932502,10.662136818752428,99997.8830465089,0.0
2019-09-03 00:48:00,0.0,0.0,852.9709455000003,0.0,44426.825947183876,55558.262535142516,-12.79456418251261,99985.08848232639,0.0
2019-09-03 00:49:00,0.0,0.0,852.9709455000003,0.0,44426.825947183876,55577.45438141627,19.191846273756795,100004.28032860014,0.0
2019-09-03 00:50:00,0.0,0.0,852.9709455000003,0.0,44426.82594718388,55581.71923614376,4.264854727496123,100008.54518332765,0.0
2019-09-03 00:51:00,0.0,0.0,852.9709455000003,0.0,44426.82594718389,55562.52738987002,-19.191846273744673,99989.35333705391,0.0
2019-09-03 00:52:00,0.0,0.0,852.9709455000003,0.0,44426.82594718388,55571.057099325015,8.529709454992245,99997.8830465089,0.0
2019-09-03 00:53:00,0.0,0.0,852.9709455000003,0.0,44426.82594718388,55564.65981723377,-6.397282091244184,99991.48576441765,0.0
2019-09-03 00:54:00,0.0,0.0,852.9709455000003,0.0,44426.82594718388,55581.71923614376,17.059418909996612,100008.54518332765,0.0
2019-09-03 00:55:00,0.0,0.0,852.9709455000003,0.0,44426.825947183876,55568.924671961264,-12.794564182500489,99995.75061914514,0.0
2019-09-03 00:56:00,0.0,0.0,852.9709455000003,0.0,44426.825947183876,55568.924671961264,0.0,99995.75061914514,0.0
2019-09-03 00:57:00,0.0,0.0,852.9709455000003,0.0,44426.825947183876,55575.321954052524,6.397282091256305,100002.1479012364,0.0
2019-09-03 00:58:00,0.0,0.0,852.9709455000003,0.0,44426.82594718387,55603.04350978127,27.721555728749042,100029.86945696514,0.0
2019-09-03 00:59:00,0.0,0.0,852.9709455000003,0.0,44426.82594718387,55603.04350978127,0.0,100029.86945696514,0.0
2019-09-03 01:00:00,0.0,0.0,834.9532905000003,0.0,45600.359375014836,54409.73117543251,-19.778906517794294,100010.09055044735,0.5870602440374999
2019-09-03 01:01:00,0.0,0.0,834.9532905000003,0.0,45600.359375014836,54390.94472639627,-18.786449036244786,99991.30410141111,0.0
2019-09-03 01:02:00,0.0,0.0,834.9532905000003,0.0,45600.35937501483,54403.46902575377,12.52429935750048,100003.8284007686,0.0
2019-09-03 01:03:00,0.0,0.0,834.9532905000003,0.0,45600.35937501483,54432.692390921264,29.223365167497164,100033.05176593609,0.0
2019-09-03 01:04:00,0.0,0.0,834.9532905000003,0.0,45600.35937501482,54411.81855865877,-20.87383226249289,100012.17793367359,0.0
2019-09-03 01:05:00,0.0,0.0,834.9532905000003,0.0,45600.35937501482,54401.38164252752,-10.436916131252378,100001.74101754234,0.0
2019-09-03 01:06:00,0.0,0.0,834.9532905000003,0.0,45600.359375014814,54395.11949284877,-6.262149678756172,99995.47886786358,0.0
2019-09-03 01:07:00,0.0,0.0,834.9532905000003,0.0,45600.359375014814,54405.55640898002,10.436916131252378,100005.91578399483,0.0
2019-09-03 01:08:00,0.0,0.0,834.9532905000003,0.0,45600.35937501481,54426.430241242524,20.873832262504756,100026.78961625733,0.0
2019-09-03 01:09:00,0.0,0.0,834.9532905000003,0.0,45600.35937501481,54418.08070833753,-8.34953290499241,100018.44008335234,0.0
2019-09-03 01:10:00,0.0,0.0,834.9532905000003,0.0,45600.359375014814,54441.04192382627,22.96121548874099,100041.40129884108,0.0
2019-09-03 01:11:00,0.0,0.0,834.9532905000003,0.0,45600.35937501481,54451.478839957526,10.436916131252378,100051.83821497233,0.0
2019-09-03 01:12:00,0.0,0.0,834.9532905000003,0.0,45600.3593750148,54464.00313931503,12.52429935750048,100064.36251432983,0.0
2019-09-03 01:13:00,0.0,0.0,834.9532905000003,0.0,45600.3593750148,54509.925570292515,45.922430977493846,100110.28494530731,0.0
2019-09-03 01:14:00,0.0,0.0,834.9532905000003,0.0,45600.3593750148,54568.37230062751,58.44673033499433,100168.73167564231,0.0
2019-09-03 01:15:00,0.0,0.0,834.9532905000003,0.0,45600.35937501479,54589.24613289002,20.873832262504756,100189.60550790481,0.0
2019-09-03 01:16:00,0.0,0.0,834.9532905000003,0.0,45600.3593750148,54620.55688128376,31.310748393745264,100220.91625629856,0.0
2019-09-03 01:17:00,0.0,0.0,834.9532905000003,0.0,45600.35937501479,54639.34333032002,18.786449036256652,100239.70270533481,0.0
2019-09-03 01:18:00,0.0,0.0,834.9532905000003,0.0,45600.359375014785,54635.168563867526,-4.174766452496205,100235.52793888231,0.0
2019-09-03 01:19:00,0.0,0.0,834.9532905000003,0.0,45600.35937501479,54639.34333032002,4.174766452496205,100239.70270533481,0.0
2019-09-03 01:20:00,0.0,0.0,834.9532905000003,0.0,45600.35937501479,54641.430713546266,2.0873832262481025,100241.79008856106,0.0
2019-09-03 01:21:00,0.0,0.0,834.9532905000003,0.0,45600.35937501479,54699.877443881276,58.446730335006194,100300.23681889607,0.0
2019-09-03 01:22:00,0.0,0.0,834.9532905000003,0.0,45600.3593750148,54706.139593560016,6.262149678744307,100306.49896857482,0.0
2019-09-03 01:23:00,0.0,0.0,834.9532905000003,0.0,45600.3593750148,54733.27557550128,27.135981941260926,100333.63495051608,0.0
2019-09-03 01:24:00,0.0,0.0,834.9532905000003,0.0,45600.35937501479,54741.62510840626,8.349532904980544,100341.98448342105,0.0
2019-09-03 01:25:00,0.0,0.0,834.9532905000003,0.0,45600.3593750148,54664.39192903502,-77.23317937123912,100264.75130404982,0.0
2019-09-03 01:26:00,0.0,0.0,834.9532905000003,0.0,45600.3593750148,54612.20734837877,-52.18458065625002,100212.56672339357,0.0
2019-09-03 01:27:00,0.0,0.0,834.9532905000003,0.0,45600.35937501479,54580.896599985026,-31.310748393745264,100181.25597499982,0.0
2019-09-03 01:28:00,0.0,0.0,834.9532905000003,0.0,45600.35937501479,54589.24613289002,8.34953290499241,100189.60550790481,0.0
2019-09-03 01:29:00,0.0,0.0,834.9532905000003,0.0,45600.35937501479,54580.896599985026,-8.34953290499241,100181.25597499982,0.0
2019-09-03 01:30:00,0.0,0.0,852.8767180000003,0.0,44428.65706378837,55726.964754120025,-25.63415709142596,100155.6218179084,0.585558376425
2019-09-03 01:31:00,0.0,0.0,852.8767180000003,0.0,44428.65706378838,55692.84968540002,-34.11506872000535,100121.5067491884,0.0
2019-09-03 01:32:00,0.0,0.0,852.8767180000003,0.0,44428.657063788385,55671.527767450025,-21.321917949992734,100100.18483123841,0.0
2019-09-03 01:33:00,0.0,0.0,852.8767180000003,0.0,44428.657063788385,55667.263383860016,-4.264383590008244,100095.9204476484,0.0
2019-09-03 01:34:00,0.0,0.0,852.8767180000003,0.0,44428.657063788385,55675.79215104002,8.528767180004367,100104.4492148284,0.0
2019-09-03 01:35:00,0.0,0.0,852.8767180000003,0.0,44428.657063788385,55709.90721976002,34.115068719993225,100138.5642835484,0.0
2019-09-03 01:36:00,0.0,0.0,852.8767180000003,0.0,44428.657063788385,55714.17160335003,4.264383590008244,100142.82866713841,0.0
2019-09-03 01:37:00,0.0,0.0,852.8767180000003,0.0,44428.657063788385,55714.17160335003,0.0,100142.82866713841,0.0
2019-09-03 01:38:00,0.0,0.0,852.8767180000003,0.0,44428.657063788385,55718.43598694002,4.2643835899961235,100147.0930507284,0.0
2019-09-03 01:39:00,0.0,0.0,852.8767180000003,0.0,44428.657063788385,55722.70037053003,4.264383590008244,100151.35743431842,0.0
2019-09-03 01:40:00,0.0,0.0,852.8767180000003,0.0,44428.65706378839,55705.64283617002,-17.057534360008734,100134.29989995841,0.0
2019-09-03 01:41:00,0.0,0.0,852.8767180000003,0.0,44428.65706378839,55701.37845258002,-4.2643835899961235,100130.03551636841,0.0
2019-09-03 01:42:00,0.0,0.0,852.8767180000003,0.0,44428.65706378839,55701.37845258002,0.0,100130.03551636841,0.0
2019-09-03 01:43:00,0.0,0.0,852.8767180000003,0.0,44428.657063788385,55720.56817873503,19.189726155006795,100149.22524252342,0.0
2019-09-03 01:44:00,0.0,0.0,852.8767180000003,0.0,44428.657063788385,55726.964754120025,6.396575384994184,100155.62181790841,0.0
2019-09-03 01:45:00,0.0,0.0,852.8767180000003,0.0,44428.657063788385,55714.17160335003,-12.793150770000489,100142.82866713841,0.0
2019-09-03 01:46:00,0.0,0.0,852.8767180000003,0.0,44428.657063788385,55714.17160335003,0.0,100142.82866713841,0.0
2019-09-03 01:47:00,0.0,0.0,852.8767180000003,0.0,44428.65706378839,55692.84968540002,-21.321917950004856,100121.50674918841,0.0
2019-09-03 01:48:00,0.0,0.0,852.8767180000003,0.0,44428.65706378839,55709.907219760025,17.057534360008734,100138.56428354842,0.0
2019-09-03 01:49:00,0.0,0.0,852.8767180000003,0.0,44428.65706378839,55692.84968540003,-17.057534359996612,100121.50674918843,0.0
2019-09-03 01:50:00,0.0,0.0,852.8767180000003,0.0,44428.6570637884,55726.964754120025,34.115068719993225,100155.62181790842,0.0
2019-09-03 01:51:00,0.0,0.0,852.8767180000003,0.0,44428.6570637884,55716.303795145024,-10.660958975002428,100144.96085893342,0.0
2019-09-03 01:52:00,0.0,0.0,852.8767180000003,0.0,44428.65706378841,55705.64283617002,-10.660958975002428,100134.29989995842,0.0
2019-09-03 01:53:00,0.0,0.0,852.8767180000003,0.0,44428.6570637884,55724.83256232503,19.189726155006795,100153.48962611343,0.0
2019-09-03 01:54:00,0.0,0.0,852.8767180000003,0.0,44428.6570637884,55735.49352130001,10.660958974990308,100164.15058508841,0.0
2019-09-03 01:55:00,0.0,0.0,852.8767180000003,0.0,44428.6570637884,55724.83256232503,-10.660958974990308,100153.48962611343,0.0
2019-09-03 01:56:00,0.0,0.0,852.8767180000003,0.0,44428.65706378839,55737.62571309502,12.793150769988369,100166.28277688341,0.0
2019-09-03 01:57:00,0.0,0.0,852.8767180000003,0.0,44428.65706378839,55756.81543925002,19.189726155006795,100185.47250303841,0.0
2019-09-03 01:58:00,0.0,0.0,852.8767180000003,0.0,44428.65706378839,55754.683247455025,-2.1321917949980618,100183.34031124342,0.0
2019-09-03 01:59:00,0.0,0.0,852.8767180000003,0.0,44428.657063788385,55769.60859002001,14.925342564986432,100198.2656538084,0.0
2019-09-03 02:00:00,0.0,0.0,796.7199730000003,0.0,48101.15572122571,52129.387833390014,32.27790080733035,100230.54355461572,1.8371679126749996
2019-09-03 02:01:00,0.0,0.0,796.7199730000003,0.0,48101.1557212257,52107.478034132524,-21.909799257491404,100208.63375535823,0.0
2019-09-03 02:02:00,0.0,0.0,796.7199730000003,0.0,48101.1557212257,52105.48623420003,-1.9917999324981892,100206.64195542573,0.0
2019-09-03 02:03:00,0.0,0.0,796.7199730000003,0.0,48101.155721225696,52073.61743528002,-31.868798920004995,100174.77315650572,0.0
2019-09-03 02:04:00,0.0,0.0,796.7199730000003,0.0,48101.15572122569,52097.519034470024,23.901599190000915,100198.67475569571,0.0
2019-09-03 02:05:00,0.0,0.0,796.7199730000003,0.0,48101.15572122569,52099.51083440252,1.9917999324981892,100200.66655562821,0.0
2019-09-03 02:06:00,0.0,0.0,796.7199730000003,0.0,48101.15572122569,52091.54363467252,-7.967199730004079,100192.6993558982,0.0
2019-09-03 02:07:00,0.0,0.0,796.7199730000003,0.0,48101.15572122569,52111.46163399752,19.917999325004537,100212.6173552232,0.0
2019-09-03 02:08:00,0.0,0.0,796.7199730000003,0.0,48101.15572122568,52139.34683305253,27.885199055008616,100240.50255427821,0.0
2019-09-03 02:09:00,0.0,0.0,796.7199730000003,0.0,48101.15572122568,52159.264832377514,19.917999324981892,100260.4205536032,0.0
2019-09-03 02:10:00,0.0,0.0,796.7199730000003,0.0,48101.15572122568,52167.23203210752,7.967199730004079,100268.3877533332,0.0
