,BTCUSDT.csv,ETHUSDT.csv,LTCUSDT.csv,XRPUSDT.csv,cash_balance,crypto_balance,revenue,total_balance,transaction_cost
2019-09-01 00:00:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:01:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:02:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:03:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:04:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:05:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:06:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:07:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:08:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:09:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:10:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:11:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:12:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:13:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:14:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:15:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:16:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:17:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:18:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:19:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:20:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:21:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:22:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:23:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:24:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:25:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:26:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:27:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:28:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:29:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:30:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:31:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:32:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:33:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:34:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:35:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:36:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:37:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:38:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:39:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:40:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:41:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:42:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:43:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:44:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:45:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:46:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:47:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:48:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:49:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:50:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:51:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:52:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:53:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:54:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:55:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:56:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:57:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:58:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 00:59:00,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0
2019-09-01 01:00:00,0.0,0.0,51.417790000000004,0.0,96728.96512276142,3269.40017715,-1.634700088575,99998.36529991143,1.634700088575
2019-09-01 01:01:00,0.0,0.0,51.417790000000004,0.0,96728.96512276142,3268.1147324000003,-1.285444749999927,99997.07985516143,0.0
2019-09-01 01:02:00,0.0,0.0,51.417790000000004,0.0,96728.96512276144,3269.2716326750005,1.1569002750000439,99998.23675543643,0.0
2019-09-01 01:03:00,0.0,0.0,51.417790000000004,0.0,96728.96512276144,3269.1430882,-0.12854447500024843,99998.10821096144,0.0
2019-09-01 01:04:00,0.0,0.0,51.417790000000004,0.0,96728.96512276144,3269.1430882,0.0,99998.10821096144,0.0
2019-09-01 01:05:00,0.0,0.0,51.417790000000004,0.0,96728.96512276144,3268.7574547750005,-0.3856334249996493,99997.72257753643,0.0
2019-09-01 01:06:00,0.0,0.0,51.417790000000004,0.0,96728.96512276144,3267.9861879250006,-0.7712668500000293,99996.95131068643,0.0
2019-09-01 01:07:00,0.0,0.0,51.417790000000004,0.0,96728.96512276144,3269.9143550500003,1.9281671249997079,99998.87947781144,0.0
2019-09-01 01:08:00,0.0,0.0,51.417790000000004,0.0,96728.96512276144,3275.6988564250005,5.78450137500022,100004.66397918644,0.0
2019-09-01 01:09:00,0.0,0.0,51.417790000000004,0.0,96728.96512276144,3272.0996111250006,-3.599245300000015,100001.06473388644,0.0
2019-09-01 01:10:00,0.0,0.0,51.417790000000004,0.0,96728.96512276144,3272.99942245,0.8998113249999123,100001.96454521143,0.0
2019-09-01 01:11:00,0.0,0.0,51.417790000000004,0.0,96728.96512276144,3273.2565114,0.25708894999976617,100002.22163416144,0.0
2019-09-01 01:12:00,0.0,0.0,51.417790000000004,0.0,96728.96512276144,3271.97106665,-1.285444749999927,100000.93618941144,0.0
2019-09-01 01:13:00,0.0,0.0,51.417790000000004,0.0,96728.96512276144,3271.4568887500004,-0.5141778999998977,100000.42201151144,0.0
2019-09-01 01:14:00,0.0,0.0,51.417790000000004,0.0,96728.96512276145,3269.6572661000005,-1.7996226499998247,99998.62238886145,0.0
2019-09-01 01:15:00,0.0,0.0,51.417790000000004,0.0,96728.96512276144,3268.88599925,-0.7712668500000293,99997.85112201145,0.0
2019-09-01 01:16:00,0.0,0.0,51.417790000000004,0.0,96728.96512276144,3268.2432768750004,-0.6427223750001462,99997.20839963644,0.0
2019-09-01 01:17:00,0.0,0.0,51.417790000000004,0.0,96728.96512276144,3270.6856219,2.442345024999971,99999.65074466144,0.0
2019-09-01 01:18:00,0.0,0.0,51.417790000000004,0.0,96728.96512276144,3268.88599925,-1.7996226499998247,99997.85112201145,0.0
2019-09-01 01:19:00,0.0,0.0,51.417790000000004,0.0,96728.96512276144,3269.785810575,0.8998113249995471,99998.75093333644,0.0
2019-09-01 01:20:00,0.0,0.0,51.417790000000004,0.0,96728.96512276144,3267.3434655500005,-2.4423450249996055,99996.30858831144,0.0
2019-09-01 01:21:00,0.0,0.0,51.417790000000004,0.0,96728.96512276144,3268.1147324000003,0.7712668500000293,99997.07985516144,0.0
2019-09-01 01:22:00,0.0,0.0,51.417790000000004,0.0,96728.96512276145,3267.9861879250006,-0.12854447499988308,99996.95131068645,0.0
2019-09-01 01:23:00,0.0,0.0,51.417790000000004,0.0,96728.96512276145,3267.0863766,-0.8998113250002777,99996.05149936145,0.0
2019-09-01 01:24:00,0.0,0.0,51.417790000000004,0.0,96728.96512276145,3266.5721987,-0.5141778999998977,99995.53732146145,0.0
2019-09-01 01:25:00,0.0,0.0,51.417790000000004,0.0,96728.96512276145,3265.1582094750006,-1.41398922499981,99994.12333223646,0.0
2019-09-01 01:26:00,0.0,0.0,51.417790000000004,0.0,96728.96512276145,3264.5154871000004,-0.6427223750001462,99993.48060986145,0.0
2019-09-01 01:27:00,0.0,0.0,51.417790000000004,0.0,96728.96512276145,3263.74422025,-0.7712668500000293,99992.70934301145,0.0
2019-09-01 01:28:00,0.0,0.0,51.417790000000004,0.0,96728.96512276145,3265.672387375,1.9281671250000731,99994.63751013645,0.0
2019-09-01 01:29:00,0.0,0.0,51.417790000000004,0.0,96728.96512276145,3263.8727647250007,-1.7996226499998247,99992.83788748646,0.0
2019-09-01 01:30:00,0.0,0.0,53.2889325,0.0,96610.15836816475,3381.8488787812503,-0.8306405404531543,99992.007246946,0.059373690453125
2019-09-01 01:31:00,0.0,0.0,53.2889325,0.0,96610.15836816475,3379.98376614375,-1.865112637500197,99990.1421343085,0.0
2019-09-01 01:32:00,0.0,0.0,53.2889325,0.0,96610.15836816475,3377.1860971875003,-2.797668956250106,99987.34446535225,0.0
2019-09-01 01:33:00,0.0,0.0,53.2889325,0.0,96610.15836816475,3376.25354086875,-0.9325563187499092,99986.4119090335,0.0
2019-09-01 01:34:00,0.0,0.0,53.2889325,0.0,96610.15836816475,3376.3867632,0.13322233124987884,99986.54513136475,0.0
2019-09-01 01:35:00,0.0,0.0,53.2889325,0.0,96610.15836816476,3375.0545398875,-1.3322233124999243,99985.21290805226,0.0
2019-09-01 01:36:00,0.0,0.0,53.2889325,0.0,96610.15836816476,3376.51998553125,1.4654456437498031,99986.67835369601,0.0
2019-09-01 01:37:00,0.0,0.0,53.2889325,0.0,96610.15836816476,3378.38509816875,1.865112637500197,99988.54346633352,0.0
2019-09-01 01:38:00,0.0,0.0,53.2889325,0.0,96610.15836816476,3381.0495447937506,2.6644466250002274,99991.20791295852,0.0
2019-09-01 01:39:00,0.0,0.0,53.2889325,0.0,96610.15836816478,3380.5166554687503,-0.5328893250002726,99990.67502363352,0.0
2019-09-01 01:40:00,0.0,0.0,53.2889325,0.0,96610.15836816478,3382.6482127687505,2.1315573000003334,99992.80658093352,0.0
2019-09-01 01:41:00,0.0,0.0,53.2889325,0.0,96610.15836816478,3383.0478797625,0.3996669937496365,99993.20624792727,0.0
2019-09-01 01:42:00,0.0,0.0,53.2889325,0.0,96610.15836816478,3384.6465477375,1.5986679750000605,99994.80491590228,0.0
2019-09-01 01:43:00,0.0,0.0,53.2889325,0.0,96610.15836816478,3382.7814351,-1.8651126374998184,99992.93980326477,0.0
2019-09-01 01:44:00,0.0,0.0,53.2889325,0.0,96610.15836816478,3385.445881725,2.6644466249998486,99995.60424988977,0.0
2019-09-01 01:45:00,0.0,0.0,53.2889325,0.0,96610.15836816478,3387.8438836875,2.398001962499712,99998.00225185227,0.0
2019-09-01 01:46:00,0.0,0.0,53.2889325,0.0,96610.15836816478,3388.24355068125,0.39966699375001513,99998.40191884602,0.0
2019-09-01 01:47:00,0.0,0.0,53.2889325,0.0,96610.15836816478,3388.2435506812503,3.7864063884285316e-13,99998.40191884602,0.0
2019-09-01 01:48:00,0.0,0.0,53.2889325,0.0,96610.15836816478,3388.3767730125,0.13322233124987884,99998.53514117727,0.0
2019-09-01 01:49:00,0.0,0.0,53.2889325,0.0,96610.15836816478,3387.577439025,-0.7993339875000303,99997.73580718978,0.0
2019-09-01 01:50:00,0.0,0.0,53.2889325,0.0,96610.15836816478,3390.5083303125,2.930891287499985,100000.66669847727,0.0
2019-09-01 01:51:00,0.0,0.0,53.2889325,0.0,96610.15836816476,3391.70733129375,1.1990009812500455,100001.86569945852,0.0
2019-09-01 01:52:00,0.0,0.0,53.2889325,0.0,96610.15836816478,3393.3059992687504,1.5986679750000605,100003.46436743352,0.0
2019-09-01 01:53:00,0.0,0.0,53.2889325,0.0,96610.15836816478,3393.7056662625,0.39966699375001513,100003.86403442727,0.0
2019-09-01 01:54:00,0.0,0.0,53.2889325,0.0,96610.15836816478,3393.972110925,0.2664446624997577,100004.13047908977,0.0
2019-09-01 01:55:00,0.0,0.0,53.2889325,0.0,96610.15836816478,3394.1053332562497,0.13322233124987884,100004.26370142102,0.0
2019-09-01 01:56:00,0.0,0.0,53.2889325,0.0,96610.15836816478,3393.83888859375,-0.2664446624997577,100003.99725675852,0.0
2019-09-01 01:57:00,0.0,0.0,53.2889325,0.0,96610.15836816478,3392.77310994375,-1.0657786499997879,100002.93147810853,0.0
2019-09-01 01:58:00,0.0,0.0,53.2889325,0.0,96610.15836816478,3392.6398876125,-0.13322233125025748,100002.79825577728,0.0
2019-09-01 01:59:00,0.0,0.0,53.2889325,0.0,96610.15836816478,3394.50500025,1.865112637500197,100004.66336841478,0.0
